"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"PHOENIXLTD",1989.9,1996.8,1896,2023.2,1903,-5.94,2509148,4814201901.68,"15-Sep-2025"
"ADANIPORTS",1785,1792,1705.1,1774.7,1721,-3.03,5088460,8808938413.6,"12-Jun-2026"
"KFINTECH",974,974,945.9,973.75,947.5,-2.7,1199473,1147068024.63,"15-Jul-2026"
"MPHASIS",2455,2472,2345,2413.5,2349,-2.67,847189,2040014168.22,"08-Jul-2026"
"ICICIGI",1699,1699.7,1643,1683.8,1647,-2.19,605476,1003546196.2,"29-May-2026"
"HINDPETRO",399.95,400.05,392.3,400.05,392.85,-1.8,5674023,2238799255.11,"14-Aug-2026"
"CGPOWER",844.1,845.2,825.5,844.1,830,-1.67,5215606,4334481522.36,"30-Jan-2026"
"CUMMINSIND",5452.5,5477.5,5371.5,5455.5,5375,-1.48,453704,2452388083.04,"17-Jul-2026"
"M&M",3280.1,3321.2,3211.8,3271.2,3228,-1.32,3693381,12002971176.66,"03-Jul-2026"
"TIINDIA",2831.9,2859.8,2778.5,2825.3,2790,-1.25,255465,715118065.2,"07-Aug-2026"
"MANKIND",2627.9,2642,2583,2617.9,2585.2,-1.25,309498,808838978.22,"08-Aug-2025"
"MOTHERSON",148.04,148.8,143.86,147.86,146.1,-1.19,14481610,2108232783.8,"14-Jul-2026"
"SOLARINDS",18254,18527,18023,18244,18026,-1.19,72096,1310702396.16,"28-Jul-2026"
"VMM",109.99,110.29,107.82,109.58,108.3,-1.17,9891330,1073407131.6,"-"
"SUZLON",48,48.7,45.93,48.02,47.52,-1.04,221723792,10447625079.04,"03-Sep-2024"
"PRESTIGE",1696,1702.4,1657.4,1682.3,1665,-1.03,908875,1528527797.5,"03-Sep-2025"
"INDIANB",834.25,839.15,826.05,834.25,826.05,-0.98,772928,643408455.04,"10-Jun-2026"
"CAMS",804.3,805.55,789.1,800.3,792.85,-0.93,541450,429689305.5,"10-Jul-2026"
"PNBHOUSING",1072.5,1083.9,1055,1069.4,1059.7,-0.91,497371,527536551.15,"31-Jul-2026"
"IOC",141.35,141.77,139.55,141.28,140,-0.91,7526333,1054890833.28,"12-Mar-2026"
