"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"KALYANKJIL",360,386.4,358.4,354.75,375,5.71,53326688,19989508996.8,"04-Sep-2025"
"MCX",2600,2766,2595,2643.2,2760,4.42,4929073,13359562296.28,"02-Jan-2026"
"NATIONALUM",340.2,354.6,339.75,342.55,351,2.47,10718901,3756117288.42,"08-May-2026"
"PREMIERENE",1025.5,1064.9,1021.6,1024.5,1048.6,2.35,2197040,2304409344.8,"08-May-2026"
"BSE",3640,3768.8,3637.9,3683.4,3762,2.13,4064687,15025765845.42,"10-Jul-2026"
"OIL",427.1,433.95,423.8,423.15,431.5,1.97,6237567,2676664751.04,"18-Feb-2026"
"INDUSTOWER",381,396,378.45,382.8,390,1.88,15396738,5989023147.24,"09-Aug-2024"
"EXIDEIND",412.35,425.25,412.15,414.5,421.15,1.6,6891409,2895563319.53,"03-Jul-2026"
"LODHA",1093.95,1155,1085.5,1102.55,1119.9,1.57,10368283,11688372791.56,"22-Aug-2025"
"NYKAA",313.55,325.5,312.15,315.2,319.9,1.49,10701323,3429881034.73,"10-Nov-2022"
"NAUKRI",1172,1217.8,1172,1159.45,1174.3,1.28,10975580,13122732715.4,"24-Jul-2026"
"ONGC",246.82,248.35,241.48,244.18,247,1.15,24728409,6071318977.68,"18-Feb-2026"
"UNOMINDA",1122.5,1156.9,1116.2,1129.2,1137.9,0.77,2144270,2439407322.8,"29-May-2026"
"GVT&D",4375,4534,4340,4440.8,4475,0.77,754945,3372044886.45,"21-Aug-2026"
"CUMMINSIND",5425,5561,5381,5471.5,5507,0.65,392522,2160923890.06,"17-Jul-2026"
"BAJAJ-AUTO",10070,10264.5,9993,10109.5,10175,0.65,249350,2533126702,"24-Jun-2026"
"IDEA",13.84,14.27,13.81,13.85,13.93,0.58,415828591,5838233417.64,"20-Aug-2024"
"ADANIENSOL",1639.7,1712,1632.5,1651,1660,0.55,4413098,7393880913.12,"14-Jun-2024"
"TORNTPHARM",4850,4948,4825.1,4856.7,4882,0.52,1025005,5012776702.45,"29-May-2026"
"ICICIGI",1795.3,1837.9,1793.6,1794.3,1803.6,0.52,818878,1482963491.66,"29-May-2026"
