"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"LTF",330.2,330.8,313.05,334.2,314.75,-5.82,8695884,2790335257.92,"22-May-2026"
"JUBLFOOD",447.9,452.45,426.7,454.95,428.6,-5.79,8025668,3512594113.56,"18-Jul-2025"
"360ONE",1142.8,1149.9,1081.2,1150.1,1090.4,-5.19,2679527,2961574012.02,"27-Apr-2026"
"INDIGO",5266.5,5319.5,5094,5395,5120,-5.1,2043914,10629149926.46,"13-Aug-2025"
"JIOFIN",242,242,229,243.07,230.86,-5.02,37277176,8693410214.96,"11-Aug-2025"
"SHRIRAMFIN",1058,1058,1005,1066.8,1015,-4.86,6535532,6725650625.88,"03-Jul-2026"
"FORCEMOT",18590,18670,17725,18779,17873,-4.82,139891,2537117733.49,"10-Sep-2025"
"BANKINDIA",141.73,141.75,134.01,142.41,135.6,-4.78,14342645,1967954320.45,"29-May-2026"
"COFORGE",1517,1517,1433,1516.2,1444,-4.76,2843301,4181585914.68,"30-Jan-2026"
"CHOLAFIN",1839.5,1851.3,1763.3,1853.4,1767,-4.66,1760864,3184769064.96,"21-Jul-2026"
"HINDPETRO",395,396.8,383.1,405.95,387.45,-4.56,18850610,7335149363.2,"14-Aug-2026"
"ABCAPITAL",401.4,403.5,384,405.4,387.6,-4.39,5498721,2167045946.1,"16-Aug-2018"
"HDFCAMC",2768.5,2776.1,2645.8,2783.4,2661.5,-4.38,651702,1757894457.78,"05-Jun-2026"
"ASHOKLEY",161.84,163.85,155.01,164.16,157,-4.36,25875385,4121172568.95,"03-Jun-2026"
"CONCOR",469,470,448.45,472.75,452.8,-4.22,1718708,792066581.8,"09-Feb-2026"
"IEX",122,122.13,116.26,122.46,117.3,-4.21,10635978,1256534440.92,"15-May-2026"
"UNIONBANK",160.2,160.49,153.5,161.08,154.37,-4.17,13084354,2046916339.76,"03-Jul-2026"
"BDL",1390,1390,1331.6,1395.7,1337.8,-4.15,1146342,1558039265.88,"09-Feb-2026"
"RBLBANK",370.8,371.9,358.25,375.1,359.95,-4.04,6321683,2298563938.8,"08-Sep-2025"
"BANDHANBNK",204.94,204.95,194.82,205.1,197,-3.95,12421850,2475550486.5,"14-Aug-2025"
