SYMBOL,PREV. CLOSE,BEST BID QTY,BEST BID PRICE,BEST ASK PRICE,BEST ASK QTY,INDICATIVE EQUILIBRIUM QUANTITY,INDICATIVE EQUILIBRIUM PRICE,CHANGE,%CHANGE,FINAL PRICE,FINAL VOLUME,VALUE (₹ Crores),FFM CAP (₹ Crores),INDICATIVE IMBALANCE QUANTITY AT EQUILIBRIUM PRICE,INDICATIVE IMBALANCE QUANTITY AT MARKET ORDER,52 WEEK HIGH,52 WEEK LOW
360ONE,"1,045.60","24","1,040.70","1,041.00","74","-","-","-4.60","-0.44","1,041.00","590","0.06","26,970.55","-","-","1,236.20","906.05"
ZYDUSLIFE,"1,107.50","22","1,103.50","1,105.00","5","-","-","-4.00","-0.36","1,103.50","548","0.06","27,292.10","-","-","1,205.00","835.50"
INOXWIND,"74.50","10","74.40","74.45","1,644","-","-","-0.05","-0.07","74.45","8,118","0.06","7,158.75","-","-","159.30","68.00"
OBEROIRLTY,"1,706.90","219","1,705.10","1,706.40","109","-","-","-1.80","-0.11","1,705.10","345","0.06","20,013.95","-","-","1,986.10","1,391.20"
MANKIND,"2,246.00","111","2,253.00","2,257.80","15","-","-","6.70","0.30","2,252.70","261","0.06","25,435.33","-","-","2,674.00","1,909.70"
JINDALSTEL,"1,103.00","168","1,104.10","1,109.40","100","-","-","1.10","0.10","1,104.10","529","0.06","40,784.82","-","-","1,306.20","977.10"
PAGEIND,"34,275.00","38","34,300.00","34,350.00","1","-","-","25.00","0.07","34,300.00","17","0.06","21,576.93","-","-","45,890.00","29,805.00"
NAM-INDIA,"1,124.00","42","1,122.00","1,122.90","92","-","-","-1.10","-0.10","1,122.90","518","0.06","20,107.96","-","-","1,269.50","795.80"
AUBANK,"1,033.20","84","1,026.20","1,028.10","18","-","-","-7.00","-0.68","1,026.20","556","0.06","58,114.51","-","-","1,144.10","698.30"
RECLTD,"312.65","4","313.90","314.00","783","-","-","1.35","0.43","314.00","1,792","0.06","39,110.99","-","-","390.50","304.05"
CHOLAFIN,"1,765.60","1","1,763.00","1,765.50","19","-","-","-0.10","-0.01","1,765.50","316","0.06","76,306.74","-","-","1,952.50","1,299.40"
UPL,"550.60","1,561","551.00","551.05","25","-","-","0.40","0.07","551.00","1,008","0.06","30,814.04","-","-","812.20","550.60"
AMBUJACEM,"381.05","662","381.05","382.05","17","-","-","-","-","381.05","1,414","0.05","23,690.49","-","-","600.80","379.55"
ADANIGREEN,"1,270.20","10","1,265.00","1,268.50","171","-","-","-1.70","-0.13","1,268.50","415","0.05","42,408.80","-","-","1,631.50","765.00"
SIEMENS,"3,742.00","9","3,743.10","3,749.00","5","-","-","1.10","0.03","3,743.10","139","0.05","32,995.75","-","-","4,149.40","2,826.00"
CUMMINSIND,"4,940.00","78","4,940.00","4,940.50","8","-","-","-","-","4,940.00","94","0.05","66,544.03","-","-","6,100.00","3,833.00"
KFINTECH,"889.00","200","882.00","884.30","201","-","-","-4.70","-0.53","884.30","524","0.05","11,792.83","-","-","1,215.00","784.95"
PNBHOUSING,"1,134.00","30","1,122.10","1,124.80","24","-","-","-11.90","-1.05","1,122.10","389","0.04","21,051.40","-","-","1,211.50","729.60"
SHREECEM,"21,795.00","1","21,735.00","21,760.00","10","-","-","-35.00","-0.16","21,760.00","20","0.04","29,021.30","-","-","30,285.00","21,665.00"
ASTRAL,"1,382.50","298","1,370.10","1,372.70","7","-","-","-12.40","-0.90","1,370.10","316","0.04","16,710.24","-","-","1,768.70","1,311.60"
UNITDSPR,"1,389.50","35","1,380.10","1,380.20","6","-","-","-9.40","-0.68","1,380.10","303","0.04","40,654.38","-","-","1,563.40","1,210.80"
MOTILALOFS,"976.50","3","975.00","976.50","177","-","-","-","-","976.50","407","0.04","15,236.63","-","-","1,097.10","614.90"
CONCOR,"488.80","10","486.60","487.00","152","-","-","-1.80","-0.37","487.00","781","0.04","16,765.11","-","-","569.80","421.45"
PGEL,"523.85","5","523.85","524.00","234","-","-","0.15","0.03","524.00","722","0.04","8,476.94","-","-","644.40","436.55"
CAMS,"705.70","223","707.00","710.00","8","-","-","0.65","0.09","706.35","518","0.04","16,955.54","-","-","844.90","611.40"
BLUESTARCO,"1,504.00","20","1,492.40","1,499.90","167","-","-","-4.10","-0.27","1,499.90","235","0.04","19,406.42","-","-","2,032.90","1,432.30"
VOLTAS,"1,131.00","5","1,131.10","1,131.40","7","-","-","0.10","0.01","1,131.10","309","0.03","25,717.61","-","-","1,582.50","1,131.00"
GODREJCP,"863.00","100","866.00","866.45","30","-","-","3.45","0.40","866.45","385","0.03","34,725.98","-","-","1,273.90","855.15"
APLAPOLLO,"2,120.00","9","2,110.00","2,116.90","4","-","-","-10.00","-0.47","2,110.00","155","0.03","38,301.84","-","-","2,301.40","1,653.30"
TIINDIA,"2,566.60","1","2,560.00","2,565.50","48","-","-","-0.60","-0.02","2,566.00","126","0.03","27,341.46","-","-","3,419.90","2,164.90"
PIIND,"2,256.00","104","2,260.00","2,264.00","34","-","-","4.00","0.18","2,260.00","140","0.03","18,258.62","-","-","3,832.90","2,191.00"
RBLBANK,"404.00","11","402.00","403.00","432","-","-","-1.00","-0.25","403.00","743","0.03","24,875.45","-","-","420.40","261.60"
SUPREMEIND,"3,300.00","50","3,280.10","3,300.00","37","-","-","-","-","3,300.00","76","0.03","21,193.01","-","-","4,632.00","3,140.00"
PETRONET,"282.10","721","282.05","282.10","605","-","-","-0.05","-0.02","282.05","882","0.02","21,076.62","-","-","326.40","235.35"
ICICIGI,"1,440.00","1","1,437.00","1,440.00","19","-","-","-","-","1,440.00","133","0.02","34,928.23","-","-","2,064.90","1,423.10"
SUZLON,"42.15","13,528","46.36","37.94","1,102","-","-","-0.14","-0.33","42.15","1,87,595","-","51,134.15","1,677","-","61.50","38.19"
BEL,"385.75","125","420.00","347.20","49","-","-","1.25","0.32","385.75","51,101","-","1,37,777.64","8,096","-","473.45","380.45"
HDFCBANK,"721.50","40,138","793.65","649.35","99,693","-","-","-4.00","-0.55","721.50","5,46,986","-","11,02,715.48","87,242","-","1,020.50","681.90"
