"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"LAURUSLABS",1443.4,1486,1435,1435.9,1481.5,3.18,4012523,5914298401.08,"08-May-2026"
"AUROPHARMA",1492.2,1542.7,1492.2,1491.9,1534.8,2.88,2092213,3197842959.85,"17-Apr-2026"
"NAUKRI",1010,1024.8,993,984.55,1012,2.79,4327716,4370257448.28,"20-Feb-2026"
"ZYDUSLIFE",1094,1124.5,1087.3,1085.5,1112,2.44,2428403,2695454477.91,"24-Jul-2026"
"BHARATFORG",2115,2158.5,2103.8,2103.8,2140,1.72,1890989,4045411677.59,"18-Feb-2026"
"PAGEIND",39660,40250,39440,39320,39985,1.69,18975,756314847.75,"27-May-2026"
"TORNTPHARM",4492.5,4566.8,4460.1,4457,4524,1.5,518244,2343986517.36,"29-May-2026"
"MARICO",816.7,826.3,807,812.45,824.55,1.49,1528527,1249524966.69,"01-Aug-2025"
"PNBHOUSING",1010.4,1034.5,1008.2,1010.4,1024.8,1.43,748602,767414368.26,"01-Aug-2025"
"CIPLA",1422.8,1461,1418.8,1415.7,1435,1.36,4957944,7164824033.28,"05-Jun-2026"
"OFSS",9720,9925,9614,9731.5,9864,1.36,262527,2577521589.24,"07-May-2026"
"DMART",4311,4425,4306,4330.6,4389,1.35,556259,2435802535.1,"09-Aug-2021"
"OBEROIRLTY",1690,1739.8,1683,1691.1,1708.7,1.04,956665,1645033300.75,"14-May-2026"
"LUPIN",2345,2380,2344.1,2340,2362.4,0.96,830801,1961679013.19,"25-Jul-2025"
"POWERGRID",290.45,293.05,289.6,289.75,292.5,0.95,12327231,3592524930.33,"09-Feb-2026"
"HINDPETRO",396,400.1,393,393.25,397,0.95,4765488,1889801921.28,"06-Nov-2025"
"CONCOR",474,484.65,472,473.65,477.45,0.8,2396521,1150354045.21,"09-Feb-2026"
"DRREDDY",1297.2,1329.5,1294.9,1290.7,1300.9,0.79,2878355,3771393422.3,"10-Jul-2025"
"SRF",2727,2777,2722,2720.7,2738,0.64,856544,2356669465.28,"27-Jan-2026"
"ALKEM",5436,5511,5394,5367,5400,0.61,210572,1150512765,"20-Feb-2026"
