"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"VEDL",294.5,294.5,279,305.85,282.2,-7.73,174615069,50184370830.6,"30-Apr-2026"
"NATIONALUM",372,372.05,350.35,377.95,355.5,-5.94,19470289,6941742137.17,"08-May-2026"
"HINDZINC",561.5,564.05,544,573.2,546,-4.75,5511783,3041236505.91,"30-Apr-2026"
"JINDALSTEL",1131,1131.9,1076.2,1132,1082.5,-4.37,2644573,2896151229.49,"22-Aug-2025"
"ASHOKLEY",157.1,157.19,150.3,157.19,151,-3.94,20923424,3199400763.84,"03-Jun-2026"
"DIXON",12340,12340,11878,12336,11890,-3.62,646543,7808590755.35,"16-Sep-2025"
"NMDC",88,88.17,84.07,88.19,85,-3.62,49908338,4278641816.74,"13-Feb-2026"
"CANBK",135.39,135.39,130,134.82,130.05,-3.54,19081896,2515947987.6,"12-Jun-2026"
"INDUSTOWER",413.8,413.9,398.95,413.4,399.25,-3.42,6107217,2467071379.32,"09-Aug-2024"
"INFY",1053.8,1055.3,1026,1065.4,1029,-3.42,19314665,19985270168.8,"10-Jun-2026"
"SAMMAANCAP",178.75,178.75,172.15,178.39,172.3,-3.41,8583859,1494192336.13,"20-Sep-2024"
"SAIL",174.4,174.4,167.84,174.85,169.05,-3.32,19648200,3357877380,"08-Sep-2025"
"SBICARD",630.5,630.5,606,627.8,607.5,-3.23,746007,457824495.9,"11-Mar-2026"
"WIPRO",179.5,179.5,174,180.18,174.39,-3.21,23929321,4214671307.73,"05-Jun-2026"
"ANGELONE",354.8,355.5,339.05,354.8,343.45,-3.2,8483557,2924451769.04,"27-Mar-2026"
"TCS",2111,2114,2055,2127.8,2060,-3.19,6388466,13245973173.72,"25-May-2026"
"ADANIENT",3072,3091.7,2943.5,3059.6,2964.6,-3.1,1620304,4876078045.44,"12-Jun-2026"
"JSWSTEEL",1270,1278.4,1233.4,1282.4,1242.7,-3.1,2156493,2687335316.88,"08-Jul-2025"
"ADANIENSOL",1547.2,1551,1480,1539.4,1491.8,-3.09,1787514,2695785613.68,"14-Jun-2024"
"MUTHOOTFIN",3189.9,3189.9,3085,3216,3120.5,-2.97,728027,2275302783.1,"17-Apr-2026"
