"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"PAYTM",1337,1382.4,1290.7,1347.5,1295.5,-3.86,10474290,13929025070.7,"-"
"PREMIERENE",1086.5,1087,1045,1086.4,1045,-3.81,911070,965670425.1,"08-May-2026"
"WAAREEENER",2823.3,2834.9,2711.2,2826.2,2723,-3.65,1125635,3104129870.45,"24-Oct-2025"
"DIXON",14573,14573,14066,14589,14126,-3.17,507202,7200685929.76,"16-Sep-2025"
"AMBER",7840,7873,7591,7859,7630,-2.91,268106,2057708187.88,"02-Aug-2024"
"BANKBARODA",254.85,257,247.3,254.85,248.1,-2.65,13457850,3362578401,"05-Jun-2026"
"TATAELXSI",3536.7,3545,3454,3536.7,3457.5,-2.24,497225,1731431922.75,"10-Jun-2026"
"HDFCAMC",2632,2695,2578.3,2644.9,2585.7,-2.24,1230105,3208310656.8,"05-Jun-2026"
"HDFCBANK",769.15,772.5,760.1,777.6,761.5,-2.07,42244165,32336218540.9,"19-Jun-2026"
"PGEL",620.9,622.4,607.35,620.9,609.2,-1.88,1165058,712118401.34,"19-Sep-2025"
"BANDHANBNK",211.9,215.92,206.6,211.34,207.5,-1.82,12311545,2603891767.5,"14-Aug-2025"
"OIL",451.5,453.75,443.9,453.55,445.35,-1.81,1920187,859494903.07,"18-Feb-2026"
"KAYNES",3339,3356.1,3261,3328.8,3270.2,-1.76,536742,1766251531.98,"08-Sep-2023"
"NAM-INDIA",1175.1,1192.1,1160.6,1183.2,1162.8,-1.72,827488,971297139.52,"25-Jun-2026"
"CONCOR",499,499,490,499,490.8,-1.64,918720,453691497.6,"09-Feb-2026"
"CDSL",1385,1390.9,1361.5,1385.2,1363.7,-1.55,1430510,1961014633.5,"17-Jul-2026"
"INFY",1080,1094.5,1067.2,1087.1,1070.6,-1.52,9484564,10193060930.8,"10-Jun-2026"
"SBIN",1056.2,1067,1042.8,1060,1044.3,-1.48,10514429,11065069646.73,"15-May-2026"
"NBCC",98.4,98.7,96.51,98.11,96.7,-1.44,6467493,628122920.16,"25-Feb-2026"
"TCS",2245.1,2259.9,2218.5,2251.1,2219,-1.43,2381811,5311295621.34,"15-Jul-2026"
