SYMBOL,PREV. CLOSE,BEST BID QTY,BEST BID PRICE,BEST ASK PRICE,BEST ASK QTY,INDICATIVE EQUILIBRIUM QUANTITY,INDICATIVE EQUILIBRIUM PRICE,CHANGE,%CHANGE,FINAL PRICE,FINAL VOLUME,VALUE (₹ Crores),FFM CAP (₹ Crores),INDICATIVE IMBALANCE QUANTITY AT EQUILIBRIUM PRICE,INDICATIVE IMBALANCE QUANTITY AT MARKET ORDER,52 WEEK HIGH,52 WEEK LOW
DELHIVERY,"439.00","1","438.60","439.00","1,015","-","-","-","-","439.00","2,761","0.12","24,530.39","-","-","524.00","374.45"
PETRONET,"287.20","550","286.00","287.05","47","-","-","-0.15","-0.05","287.05","4,218","0.12","21,450.26","-","-","326.40","235.35"
RBLBANK,"412.55","926","412.65","413.00","4","-","-","0.10","0.02","412.65","2,912","0.12","25,471.10","-","-","420.40","261.60"
APLAPOLLO,"2,153.50","200","2,156.00","2,157.00","128","-","-","3.50","0.16","2,157.00","544","0.12","39,155.01","-","-","2,301.40","1,653.30"
SUPREMEIND,"3,364.40","100","3,366.10","3,369.00","215","-","-","4.60","0.14","3,369.00","338","0.11","21,636.13","-","-","4,632.00","3,140.00"
GODFRYPHLP,"1,927.00","443","1,931.00","1,937.00","10","-","-","4.00","0.21","1,931.00","568","0.11","7,864.17","-","-","3,947.00","1,832.10"
KFINTECH,"900.00","303","901.00","901.80","107","-","-","1.80","0.20","901.80","1,172","0.11","12,026.21","-","-","1,215.00","784.95"
SBICARD,"655.20","64","652.10","654.00","614","-","-","-3.10","-0.47","652.10","1,542","0.10","19,284.35","-","-","965.00","565.45"
SIEMENS,"3,957.00","7","3,957.50","3,959.00","15","-","-","0.40","0.01","3,957.40","244","0.10","34,884.82","-","-","4,149.40","2,826.00"
PAGEIND,"35,365.00","130","35,500.00","35,565.00","3","-","-","100.00","0.28","35,465.00","27","0.10","22,309.79","-","-","45,890.00","29,805.00"
OBEROIRLTY,"1,741.10","63","1,746.00","1,749.70","5","-","-","4.90","0.28","1,746.00","503","0.09","20,494.02","-","-","1,986.10","1,391.20"
UPL,"572.95","70","573.50","574.00","48","-","-","0.45","0.08","573.40","1,524","0.09","32,066.74","-","-","812.20","557.95"
SRF,"2,482.40","438","2,482.40","2,483.00","4","-","-","-","-","2,482.40","333","0.08","35,951.91","-","-","3,210.00","2,355.00"
AUBANK,"1,058.90","1,957","1,062.00","1,064.20","100","-","-","2.50","0.24","1,061.40","770","0.08","60,074.97","-","-","1,144.10","698.30"
MANKIND,"2,280.00","83","2,280.00","2,281.00","5","-","-","-","-","2,280.00","352","0.08","25,743.58","-","-","2,674.00","1,909.70"
JUBLFOOD,"470.25","10","468.10","468.95","34","-","-","-1.30","-0.28","468.95","1,598","0.07","18,304.19","-","-","658.00","408.55"
TIINDIA,"2,606.10","26","2,606.10","2,609.00","1","-","-","-","-","2,606.10","286","0.07","27,768.74","-","-","3,419.90","2,164.90"
VOLTAS,"1,165.00","21","1,167.00","1,168.00","88","-","-","3.00","0.26","1,168.00","568","0.07","26,556.60","-","-","1,582.50","1,131.40"
CROMPTON,"231.00","558","231.00","231.30","25","-","-","-","-","231.00","2,842","0.07","14,798.38","-","-","320.15","217.40"
PNBHOUSING,"1,178.90","105","1,178.80","1,178.90","67","-","-","-0.10","-0.01","1,178.80","536","0.06","22,115.14","-","-","1,211.50","729.60"
UNOMINDA,"1,201.60","240","1,213.00","1,214.00","250","-","-","10.70","0.89","1,212.30","514","0.06","21,988.98","-","-","1,382.00","994.00"
GODREJCP,"865.00","104","866.05","867.00","46","-","-","2.00","0.23","867.00","673","0.06","34,748.02","-","-","1,273.90","855.15"
ICICIGI,"1,459.80","2","1,459.90","1,460.00","3","-","-","0.20","0.01","1,460.00","397","0.06","35,413.34","-","-","2,064.90","1,443.70"
PGEL,"545.00","2","543.75","544.00","1","-","-","-1.25","-0.23","543.75","837","0.05","8,796.45","-","-","644.40","436.55"
CONCOR,"499.25","1,661","500.00","501.05","19","-","-","0.70","0.14","499.95","612","0.03","17,210.92","-","-","569.80","421.45"
SHREECEM,"22,570.00","27","22,580.00","22,735.00","1","-","-","50.00","0.22","22,620.00","11","0.02","30,168.28","-","-","30,285.00","22,370.00"
ICICIPRULI,"471.50","269","471.60","472.20","9","-","-","0.10","0.02","471.60","475","0.02","18,610.36","-","-","706.80","455.30"
MFSL,"1,477.00","172","1,478.40","1,479.10","3","-","-","1.40","0.09","1,478.40","60","0.01","39,102.73","-","-","1,892.50","1,433.60"
INDUSTOWER,"388.00","599","426.80","349.20","17","-","-","2.80","0.72","388.00","25,488","-","49,852.84","-5,773","-","481.50","337.80"
