"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"HCLTECH",1200,1209.1,1164,1221.2,1164.6,-4.63,9754723,11554176751.81,"17-Jul-2026"
"LODHA",1185,1188.85,1144.2,1198.65,1147.95,-4.23,2379703,2751698172.96,"22-Aug-2025"
"SHRIRAMFIN",1040,1042.3,1007,1048.1,1012.1,-3.43,6517181,6637879192.12,"03-Jul-2026"
"KFINTECH",928,928,893.55,925.85,895,-3.33,1158303,1051820205.21,"15-Jul-2026"
"NBCC",100.8,100.8,97.82,101.49,98.19,-3.25,11842618,1171353346.38,"25-Feb-2026"
"KPITTECH",573.45,576.6,552.5,573.45,554.95,-3.23,3059510,1718985693.5,"04-Feb-2026"
"HDFCAMC",2735,2741.9,2642,2749,2662.7,-3.14,1148370,3060371598.9,"05-Jun-2026"
"SWIGGY",266.33,266.33,257.74,266.77,258.7,-3.03,11711658,3049013043.72,"-"
"ICICIPRULI",520.25,520.25,500.05,519.7,504,-3.02,1254279,634640088.42,"05-Jun-2026"
"LTF",322.95,322.95,309.4,324.7,315,-2.99,11571839,3628118681.67,"22-May-2026"
"TATAELXSI",3823.6,3840,3681.1,3823.6,3710,-2.97,552431,2061153206.86,"10-Jun-2026"
"HDFCLIFE",570,572,553.25,573.4,556.35,-2.97,6752588,3765378120.56,"19-Jun-2026"
"GODREJPROP",2145,2158.4,2101,2162.6,2101,-2.85,936136,1984093445.2,"28-Jul-2026"
"CANBK",128,128.9,125.32,129.33,125.8,-2.73,18692217,2360827007.1,"12-Jun-2026"
"TMPV",340.05,340.75,332.55,342.25,333.2,-2.64,8043834,2695730088.42,"19-Jun-2026"
"INOXWIND",80.8,80.87,78.8,81.09,78.96,-2.63,10276009,817456515.95,"29-Jul-2025"
"ASHOKLEY",156.5,156.9,153.85,159.22,155.11,-2.58,24653297,3819781837.18,"03-Jun-2026"
"BAJAJHLDNG",10635,10714,10459,10752,10478,-2.55,29082,307415934.12,"30-Jun-2026"
"JUBLFOOD",429,433.7,419.5,431.4,420.5,-2.53,1952000,829521920,"17-Jul-2026"
"CAMS",777,780.55,763,785.75,766,-2.51,995206,767950709.9,"10-Jul-2026"
