"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"TORNTPHARM",4915.4,4932.9,4695.1,4987.6,4747,-4.82,1396928,6681534562.56,"29-May-2026"
"POWERINDIA",33540,33540,31900,33545,32005,-4.59,137304,4454250230.16,"21-Aug-2026"
"GVT&D",4584.1,4588,4342,4584.1,4388.2,-4.27,782766,3456960796.44,"21-Aug-2026"
"POLYCAB",9169.5,9170,8826,9215,8847,-3.99,727314,6483066074.94,"19-Jun-2026"
"NATIONALUM",353,353.75,338.05,354.45,341.35,-3.7,11229123,3836654455.41,"08-May-2026"
"KEI",5077.5,5078,4881,5075.5,4889,-3.67,569747,2808317147.82,"28-Jan-2026"
"PATANJALI",349.85,351,334,347.25,335,-3.53,7624401,2613720906.81,"24-Apr-2026"
"BLUESTARCO",1741.7,1741.8,1675,1741.7,1676.7,-3.26,359288,611630333.92,"17-Jul-2026"
"AMBER",8025,8058.5,7755,8016.5,7770,-3.07,310210,2448772923.2,"02-Aug-2024"
"BHEL",445,446.5,420.3,435.4,421.3,-2.93,48217882,20989726213.42,"17-Jul-2026"
"SUPREMEIND",3527,3529.6,3400.5,3522.7,3420.4,-2.9,88775,307212989.5,"25-Jun-2026"
"BSE",3685,3688,3571.5,3685,3579,-2.88,3660561,13177067854.14,"10-Jul-2026"
"MFSL",1580.6,1586.7,1531.3,1578.4,1535,-2.75,713068,1101369179.4,"16-Aug-2024"
"ALKEM",5709,5709,5539,5709,5555,-2.7,70604,394108703.84,"20-Feb-2026"
"MANKIND",2546.1,2558.4,2469.5,2546,2482.3,-2.5,361947,904006066.14,"08-Aug-2025"
"VOLTAS",1373,1378.9,1336,1373.9,1340,-2.47,353251,480294189.64,"12-Jun-2026"
"MCX",2810,2819,2729,2815.5,2749,-2.36,2000089,5519705615.97,"02-Jan-2026"
"ICICIPRULI",507.6,508.6,495.15,508.85,497.45,-2.24,3119290,1559613807.1,"05-Jun-2026"
"GLENMARK",2287.9,2287.9,2229,2286.9,2237,-2.18,355968,799824499.2,"03-Oct-2025"
"VEDL",258,258.4,249.7,257.9,252.5,-2.09,24108053,6106569824.9,"30-Apr-2026"
