"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"ADANIENSOL",1532.9,1541.5,1460.8,1535.6,1468,-4.4,2013886,3019157474.62,"14-Jun-2024"
"AMBER",7550,7575.5,7257,7625,7292.5,-4.36,340216,2525266868.64,"02-Aug-2024"
"PFC",429.9,429.9,412.5,431.3,414.35,-3.93,9264298,3865991555.4,"23-Mar-2026"
"PAYTM",1061.7,1063.2,1014,1066.3,1025.6,-3.82,2148487,2214918218.04,"-"
"SAMMAANCAP",172.66,174.5,167.27,174.02,168.13,-3.38,15063544,2571045689.92,"20-Sep-2024"
"RECLTD",348.5,349.55,335.7,348.8,337.2,-3.33,5830091,1981531329.08,"20-Mar-2026"
"SOLARINDS",17700,18012,17063,17697,17129,-3.21,175899,3071185986.06,"08-Jul-2025"
"SRF",2734,2734,2650,2734.1,2654.9,-2.9,552102,1483150249.74,"27-Jan-2026"
"BANDHANBNK",199.38,201.7,193.51,199.76,194.1,-2.83,7607741,1500855144.48,"14-Aug-2025"
"TIINDIA",3060.3,3074.7,2962,3062.3,2981.1,-2.65,250989,762768120.45,"10-Feb-2026"
"UPL",606,609.4,592.25,611,594.9,-2.64,1253041,748704527.91,"11-Jul-2025"
"LTM",3899.8,3920,3806.2,3944.1,3842,-2.59,735144,2820130007.04,"25-May-2026"
"JUBLFOOD",422.9,422.9,412.2,425.05,415,-2.36,1395716,580227055.52,"18-Jul-2025"
"RVNL",226.99,226.99,221.55,228.17,222.8,-2.35,5624143,1257727099.09,"11-Feb-2026"
"INFY",1129.7,1133.7,1109,1145.3,1119.5,-2.25,9372176,10466283826.24,"10-Jun-2026"
"NBCC",102.48,103.94,99.54,103,100.7,-2.23,14774026,1498529457.18,"25-Feb-2026"
"KALYANKJIL",338,338.05,327.05,338.7,331.25,-2.2,6518000,2169711840,"04-Sep-2025"
"BDL",1175,1183.6,1155.2,1183.8,1158,-2.18,714074,834952446.72,"09-Feb-2026"
"CAMS",727,738.1,720,741.1,725,-2.17,671414,488359687.04,"10-Jul-2026"
"BANKINDIA",144.4,144.4,140.21,144.86,141.73,-2.16,11181743,1585347522.54,"29-May-2026"
