"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"OIL",467,467.6,422.55,475.95,430.95,-9.45,18169302,7999398591.54,"18-Feb-2026"
"MANAPPURAM",304.95,304.95,287,307.25,289.4,-5.81,4677142,1373349205.46,"11-May-2026"
"BHEL",397,397.2,375.75,396.55,377.3,-4.85,11028183,4250041164.54,"01-Aug-2025"
"KALYANKJIL",356,356.1,337.3,355.05,338.2,-4.75,6571988,2262669748.52,"04-Sep-2025"
"INDUSINDBK",922.85,923.75,881.85,922.8,885,-4.1,1993081,1790344800.68,"25-Jun-2026"
"INOXWIND",86.68,86.68,82.38,86.14,82.75,-3.94,9903196,835235550.64,"29-Jul-2025"
"SAMMAANCAP",181.19,181.19,173.36,180.65,173.9,-3.74,8813802,1556605571.22,"20-Sep-2024"
"POWERINDIA",34845,34980,33080,34610,33375,-3.57,217325,7323859019.75,"13-Aug-2025"
"HINDALCO",1066.9,1066.9,1034.2,1076.7,1040,-3.41,8048339,8403190266.51,"08-Aug-2025"
"SOLARINDS",18274,18418,17634,18267,17655,-3.35,95976,1726530499.44,"08-Jul-2025"
"COALINDIA",465.2,467.4,450.2,466.9,451.3,-3.34,8127902,3721685046.78,"18-Feb-2026"
"SWIGGY",250,252.35,241.05,249.95,241.7,-3.3,12045645,2985633569.7,"-"
"ADANIGREEN",1535,1537.3,1477.4,1534.5,1486,-3.16,3132337,4711348081.7,"14-Jun-2024"
"YESBANK",23.4,23.52,22.52,23.37,22.64,-3.12,97611104,2237246503.68,"03-Jun-2019"
"PGEL",479.8,479.8,463.4,479.8,465,-3.08,1466643,693590141.13,"19-Sep-2025"
"KFINTECH",845,848.35,815.5,843.95,818,-3.07,776437,645832532.23,"22-Aug-2025"
"BANDHANBNK",206.93,208.77,198.84,206.94,200.59,-3.07,6029012,1224010016.24,"14-Aug-2025"
"CANBK",137.51,138.26,133.11,137.51,133.3,-3.06,39658979,5378550731.98,"12-Jun-2026"
"KPITTECH",751.5,760.4,730,756.15,733.6,-2.98,700519,520933949.16,"04-Feb-2026"
"LODHA",888,890.6,856.4,887.9,862,-2.92,747498,650868933.54,"22-Aug-2025"
