"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"ATHERENERG",1523.7,1630,1523.7,1495.3,1616.3,8.09,26418878,23141822890.16,"-"
"COFORGE",1915,2016.5,1911,1901.8,2014.6,5.93,5516587,10933985765.74,"03-Aug-2026"
"LTM",4500.9,4700,4500.9,4464,4675,4.73,1148000,5341655480,"25-May-2026"
"SAGILITY",44.39,46.4,44.3,44.27,46.34,4.68,60764265,2784218622.3,"07-Aug-2026"
"CONCOR",502.35,520,502.35,493.05,516,4.65,4311023,2214744956.02,"04-Aug-2026"
"TCS",2272,2348.5,2263.3,2248.4,2342,4.16,4054069,9437751009.93,"15-Jul-2026"
"PERSISTENT",5677,5910,5677,5654,5875,3.91,957631,5584980602.48,"27-Jul-2026"
"KPITTECH",590,613.45,589.4,588,609.4,3.64,5637989,3420849825.75,"12-Aug-2026"
"SAIL",193.05,200.96,192.55,193,200,3.63,48585004,9637807243.48,"08-Sep-2025"
"APLAPOLLO",2187,2278.4,2182.5,2188,2265.6,3.55,1037530,2320954610,"08-Sep-2026"
"TECHM",1600,1642,1598,1585,1640.9,3.53,3415226,5570540976.34,"03-Jul-2026"
"INFY",1123.6,1145,1123.3,1110.8,1144,2.99,9621969,10963079039.22,"10-Jun-2026"
"CAMS",743.4,762,739,740.9,762,2.85,3420858,2574537730.8,"12-Aug-2026"
"OFSS",11876,12275,11876,11855,12190,2.83,428317,5204051550,"07-May-2026"
"OIL",473.5,484.7,471.75,469.85,482.85,2.77,1907538,915980672.22,"18-Feb-2026"
"HCLTECH",1290,1334.2,1290,1282,1316.1,2.66,3459476,4560004505.12,"17-Jul-2026"
"WIPRO",178.25,181.85,178.25,176.4,180.95,2.58,14686269,2647493712.63,"27-Jul-2026"
"VEDL",283.7,289.5,282.4,281,287.95,2.47,19438996,5579963801.8,"30-Apr-2026"
"BSE",3313,3410,3303,3328,3405,2.31,4774200,16139087616,"10-Jul-2026"
"GLENMARK",2460,2537.6,2431.7,2460,2515,2.24,807816,2010338975.76,"31-Aug-2026"
