"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"BDL",1345.8,1348.4,1301,1348.6,1306,-3.16,1589088,2089587156.48,"09-Feb-2026"
"JUBLFOOD",502.25,502.7,490.05,504,490.45,-2.69,1153110,570812512.2,"17-Jul-2026"
"TVSMOTOR",4409.8,4425,4161.5,4409.8,4304.2,-2.39,2654527,11297587276.19,"30-Mar-2026"
"LTF",322,322.4,314.3,321.9,314.3,-2.36,2889242,914416200.58,"22-May-2026"
"NHPC",76.2,76.39,74.82,76.55,74.82,-2.26,9597848,721470234.16,"12-Aug-2026"
"ADANIENSOL",1610,1611.9,1566.9,1617,1581.4,-2.2,1647674,2604049896.56,"14-Jun-2024"
"PRESTIGE",1624,1628.5,1584.5,1623,1588,-2.16,274021,437436163.56,"13-Aug-2026"
"KALYANKJIL",633,635.5,613,629.3,615.8,-2.15,7914847,4921451864.6,"04-Sep-2025"
"CROMPTON",240,240,230.7,237.9,233,-2.06,5656422,1317210991.14,"24-Jul-2026"
"SHREECEM",24480,24485,23900,24480,24000,-1.96,20074,482773477.06,"17-Jul-2026"
"GODREJPROP",2075.4,2083.3,2024.5,2069.4,2029.1,-1.95,329143,675345481.69,"28-Jul-2026"
"IDEA",15.03,15.1,14.6,14.97,14.68,-1.94,375500261,5542383852.36,"20-Aug-2024"
"PIIND",2479.8,2493.7,2420.1,2467,2420.1,-1.9,249992,615037818.16,"07-Aug-2026"
"HINDPETRO",370,370.9,363.85,371,364,-1.89,3150636,1153447839.6,"14-Aug-2026"
"KAYNES",4035.1,4053.5,3930.3,4018.8,3943.1,-1.88,673805,2689418538.95,"08-Sep-2023"
"BIOCON",416.4,418.65,410,418.4,411.1,-1.74,2187557,903111031.88,"03-Jul-2026"
"PGEL",596,598.7,584.15,596,585.85,-1.7,533664,314541561.6,"19-Sep-2025"
"INDHOTEL",716,716.9,703.55,718.5,706.4,-1.68,3199451,2260956038.17,"23-Jun-2026"
"PAYTM",1685,1698.3,1641.7,1679,1650.9,-1.67,1837484,3062626457,"-"
"ICICIGI",1588.1,1589,1550.1,1588.1,1562,-1.64,859511,1343243790.8,"29-May-2026"
