SYMBOL,PREV. CLOSE,BEST BID QTY,BEST BID PRICE,BEST ASK PRICE,BEST ASK QTY,INDICATIVE EQUILIBRIUM QUANTITY,INDICATIVE EQUILIBRIUM PRICE,CHANGE,%CHANGE,FINAL PRICE,FINAL VOLUME,VALUE (₹ Crores),FFM CAP (₹ Crores),INDICATIVE IMBALANCE QUANTITY AT EQUILIBRIUM PRICE,INDICATIVE IMBALANCE QUANTITY AT MARKET ORDER,52 WEEK HIGH,52 WEEK LOW
PREMIERENE,"945.00","7","940.10","940.30","14","-","-","-4.60","-0.49","940.40","689","0.06","11,140.79","-","-","1,134.00","660.00"
PETRONET,"283.95","25","281.35","281.50","1,689","-","-","-2.35","-0.83","281.60","2,287","0.06","21,043.00","-","-","326.40","235.35"
IEX,"112.00","9,330","112.00","112.20","50","-","-","-","-","112.00","5,713","0.06","8,876.54","-","-","160.27","111.82"
INOXWIND,"74.35","1","74.25","74.35","922","-","-","-","-","74.35","8,473","0.06","7,149.14","-","-","159.30","68.00"
UNITDSPR,"1,370.60","14","1,368.00","1,370.00","95","-","-","-0.60","-0.04","1,370.00","456","0.06","40,356.86","-","-","1,563.40","1,210.80"
ABCAPITAL,"378.80","371","378.80","379.00","100","-","-","-","-","378.80","1,640","0.06","32,477.07","-","-","430.70","277.70"
NAM-INDIA,"1,153.10","600","1,153.60","1,154.00","109","-","-","0.90","0.08","1,154.00","505","0.06","20,664.87","-","-","1,269.50","795.80"
PRESTIGE,"1,417.00","1","1,418.00","1,418.90","181","-","-","1.90","0.13","1,418.90","402","0.06","23,867.57","-","-","1,805.20","1,090.00"
GODREJCP,"857.00","279","856.00","856.30","5","-","-","-1.00","-0.12","856.00","661","0.06","34,307.16","-","-","1,273.90","855.15"
TIINDIA,"2,525.00","11","2,510.00","2,512.90","147","-","-","-11.00","-0.44","2,514.00","225","0.06","26,787.39","-","-","3,419.90","2,164.90"
ICICIGI,"1,427.70","10","1,436.00","1,440.00","3","-","-","12.30","0.86","1,440.00","388","0.06","34,928.23","-","-","2,064.90","1,423.10"
VOLTAS,"1,137.00","705","1,137.00","1,138.50","7","-","-","-","-","1,137.00","482","0.05","25,851.75","-","-","1,582.50","1,131.40"
JUBLFOOD,"466.00","500","464.00","466.00","314","-","-","-","-","466.00","1,063","0.05","18,189.04","-","-","637.30","408.55"
BAJAJHLDNG,"11,100.00","24","11,011.00","11,023.00","1","-","-","-89.00","-0.80","11,011.00","37","0.04","47,541.32","-","-","13,880.00","8,588.00"
PAGEIND,"34,580.00","10","34,590.00","34,990.00","1","-","-","20.00","0.06","34,600.00","11","0.04","21,765.65","-","-","45,890.00","29,805.00"
CONCOR,"483.70","2,481","484.00","484.55","9","-","-","0.30","0.06","484.00","739","0.04","16,661.84","-","-","569.80","421.45"
MANKIND,"2,280.50","32","2,280.50","2,284.40","2","-","-","-","-","2,280.50","155","0.04","25,749.22","-","-","2,674.00","1,909.70"
BLUESTARCO,"1,483.00","481","1,483.40","1,483.80","6","-","-","0.30","0.02","1,483.30","209","0.03","19,191.64","-","-","2,032.90","1,432.30"
AUBANK,"1,028.00","9","1,030.00","1,033.40","34","-","-","2.00","0.19","1,030.00","300","0.03","58,297.74","-","-","1,144.10","698.30"
ALKEM,"5,161.00","19","5,172.00","5,180.00","10","-","-","9.50","0.18","5,170.50","52","0.03","30,170.54","-","-","5,933.50","5,051.00"
TORNTPHARM,"4,850.00","4","4,850.00","4,860.00","2","-","-","-","-","4,850.00","49","0.02","70,945.42","-","-","5,250.00","3,480.60"
SHREECEM,"21,905.00","2","22,000.00","22,005.00","3","-","-","65.00","0.30","21,970.00","9","0.02","29,301.38","-","-","30,285.00","21,905.00"
ICICIPRULI,"457.60","278","457.60","458.00","231","-","-","0.40","0.09","458.00","328","0.02","18,073.67","-","-","706.80","455.30"
MFSL,"1,425.90","267","1,425.90","1,428.60","6","-","-","-","-","1,425.90","104","0.01","37,714.13","-","-","1,892.50","1,425.90"
360ONE,"1,052.10","174","1,051.20","1,052.10","400","-","-","-0.90","-0.09","1,051.20","141","0.01","27,234.81","-","-","1,236.20","906.05"
SRF,"2,455.20","402","2,457.50","2,459.40","2","-","-","2.30","0.09","2,457.50","56","0.01","35,591.29","-","-","3,210.00","2,355.00"
SUPREMEIND,"3,300.00","25","3,300.00","3,324.40","10","-","-","-","-","3,300.00","41","0.01","21,193.01","-","-","4,632.00","3,140.00"
AXISBANK,"1,222.90","3,466","1,345.10","1,100.70","150","-","-","6.50","0.53","1,222.90","16,090","-","3,50,564.50","-2,027","-","1,418.30","1,100.00"
