"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"JUBLFOOD",449.3,449.3,433.55,472.55,434.95,-7.96,18865418,8283239081.26,"18-Jul-2025"
"PIIND",2898.5,2898.5,2700,2901.2,2750.7,-5.19,1677319,4640588157.73,"23-Feb-2026"
"BOSCHLTD",37190,37600,34830,36830,35115,-4.66,115544,4107411262.24,"29-Jul-2025"
"MCX",3470,3480,3308,3441.7,3316,-3.65,3460281,11670247509.03,"02-Jan-2026"
"MANKIND",2613,2638.6,2497.7,2583.9,2519.3,-2.5,1813187,4612947178.57,"08-Aug-2025"
"SWIGGY",259,259.5,250,256.35,250.15,-2.42,9716798,2457766886.12,"-"
"LTF",279.05,281.2,268.1,275.65,269.1,-2.38,6141512,1667911828.96,"22-May-2026"
"NAM-INDIA",1110,1125,1074.1,1103,1078.5,-2.22,920224,1006596224.64,"25-Jun-2026"
"NAUKRI",941,951.3,921.5,942.25,921.5,-2.2,2267419,2108064792.68,"20-Feb-2026"
"CDSL",1228,1234.3,1196,1224.6,1197.9,-2.18,2489809,3012395011.01,"07-Aug-2025"
"JINDALSTEL",1243,1243,1194,1223.1,1197.5,-2.09,963285,1164727159.2,"22-Aug-2025"
"FEDERALBNK",290.5,292.5,283.05,289.9,284,-2.04,6916472,1977281015.36,"22-Aug-2025"
"YESBANK",22.17,22.34,20.93,22,21.6,-1.82,130253122,2823887684.96,"03-Jun-2019"
"LICHSGFIN",549.5,552.75,535.3,546.8,537.05,-1.78,929145,503336429.4,"22-Aug-2025"
"COFORGE",1404.9,1423.5,1366.1,1402.3,1377.9,-1.74,2273142,3161031265.2,"30-Jan-2026"
"CAMS",785,792.5,765.35,780.4,767,-1.72,1090490,844268262.9,"30-Jan-2026"
"VOLTAS",1300.2,1311.5,1262.1,1295.8,1274,-1.68,1117551,1426151533.14,"20-Jun-2025"
"BAJFINANCE",933,934.9,903.25,923.1,908.1,-1.62,9713326,8863604241.52,"30-Jun-2026"
"SAIL",200.06,202,195.55,199.04,196,-1.53,22316399,4428912545.54,"08-Sep-2025"
"PATANJALI",470.5,471.5,460.5,467.15,460.5,-1.42,2183232,1016949465.6,"24-Apr-2026"
