"Symbol","Open","High","Low","Prev. Close","LTP","%chng","Volume","Value","CA "
"KAYNES",3645.4,3828,3639.1,3644.1,3823.3,4.92,1892334,7138432624.86,"08-Sep-2023"
"NAM-INDIA",1178.9,1218,1175,1170.6,1217,3.96,1411986,1695244511.46,"25-Jun-2026"
"PNBHOUSING",1143.9,1175.9,1138,1145.8,1174,2.46,1249429,1448025739.55,"31-Jul-2026"
"PAYTM",1551.1,1604.9,1546.3,1546.3,1583.5,2.41,5645397,8964946889.97,"-"
"COFORGE",1790,1818,1785.4,1773,1813.1,2.26,2592917,4687008627.54,"03-Aug-2026"
"DIXON",14149,14550,14026,14150,14462,2.2,468989,6736675243.25,"16-Sep-2025"
"NYKAA",320.6,329.9,320.3,320.6,327.35,2.11,5601280,1826745446.4,"10-Nov-2022"
"DALBHARAT",1837.1,1875,1825,1837.1,1875,2.06,276847,514168553.81,"23-Jun-2026"
"HCLTECH",1309,1324.8,1301.4,1298,1324.8,2.06,1693632,2228853584.64,"17-Jul-2026"
"POLICYBZR",1755,1798.8,1741.6,1747,1782.1,2.01,2185071,3891655152.42,"-"
"NAUKRI",1355,1378.4,1351.5,1354.9,1378.4,1.73,826319,1129247545.4,"24-Jul-2026"
"ASTRAL",1535.7,1577,1516.2,1520,1544.9,1.64,385557,591949517.67,"14-Aug-2026"
"SAIL",169.9,173.95,169.32,170.2,172.75,1.5,10694324,1840386217.16,"08-Sep-2025"
"360ONE",1163.6,1185.5,1157.5,1163.6,1180.5,1.45,634522,746375538.16,"27-Apr-2026"
"JSWSTEEL",1273.7,1285.8,1262.1,1267.6,1285.8,1.44,1009930,1290084582,"07-Jul-2026"
"UPL",559.2,571.4,557.95,560.05,568,1.42,2733671,1545152859.33,"17-Jul-2026"
"SBICARD",611,627.15,610,615,623.65,1.41,2246351,1392220959.27,"11-Mar-2026"
"BSE",3317,3395,3291.7,3308,3352,1.33,4767443,15986809635.19,"10-Jul-2026"
"SUNPHARMA",1871,1900,1871,1875.1,1900,1.33,1566692,2964760940.04,"07-Jul-2026"
"OFSS",11703,11854,11640,11623,11774,1.3,233633,2740171649.49,"07-May-2026"
